@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"disclaim depart gener link travel road dot homepag transport page map dept condit board slgn manual content term nevada ndot account com/ payrol ","nevada ndot ",1051780
"fellowship america baptist click north org peac peacemak declar american articl org/ ","christian ",704310
"bloc accueil ","escalad climb bloc portal blog ",1051780
"site homepag associ int intl intern class org ent ","sail ",1051780
"","bike ",1051780
"itchi mom ","pregnanc ",621000
"princess bag paper ","vintag shop ",800520
"counti clinic nick veterinari road org low cost spca ","dog ",704310
"solut banqu crdit retour partenair donner vou site rsultat recherch list dan votr tout accueil ","financ bank ",805301
"outlet surplu hotel ","shop surplu hotel bui bargain furnitur ",805301
"yanke barn eer ","barn hous ",805301
"law unit pingback gambl feder com/ trackback ","govern refer gambl ",704310
"presid intut base visit build disc mississippi empori ","realest architectur skyscrap build databas ",400000
"softwar antiviru inform requir ","softwar person secur tool comput internet firewal network freewar ",906014
"ring titanium ","shop ring titanium jewelri design ",800520
"directori california broadcast random francisco org kqed san dude page zipmous radio magazin academi public channel scienc org/ ","firefoxtoolbar stream cultur audio sanfrancisco california kqed npr refer color radio commun import educ local media chariti internet bayarea ",400000
"music site demo post player instrument nativ blog kontakt inform offici com/ divis ","studio softwar music audio musik mac instrument vst plugin product effect gear sound experiment synth guitar hardwar import ",906014
"scuba emporium ","scuba ",1051780
"freelanc click job visit exchang product rob palmer homepag com/ ","product search tool copywrit edit busi job freelanc outsourc exchang design ",805301
"empir org aia architect angel chapter american local institut golden org/ ","refer architectur losangel aia ",400000
"demo imhost resel host html download primer provid afford ","cool share host php domain server import cheap blog internet design mysql ",906014
"lauri hugh faq ","hous ",400000
"free famil zecard card greet friend lover ","ecard art ",906014
"store gti awesom ","car ",800520
"ride mountain peak phil amsterdam mike glorifi goto travel roger sam info lesbian zig offici sophi ski site sandia california gai tram aerial visitor tramwai jill lift com/ forget ","ski albuquerqu newmexico travel ",600020
"mountainbik andi homepag expedit schulz team ","mountain bike expedit travel tour ",1051780
"hine blog duncanhin duncan ","recip ",403010
"directori link natur sojourn farm pimp food pet homemad hotel dog famou ","pet ",800520
"site shrine ateam fan thi ","ateam ",400000
"repres onlin click blog org nation secur associ page organ social articl claimant cryptographi org/ ","secur ",704310
"allinon fedex recharg ani postal servic track pack inclus page packag determin com/ airborn dhl batteri ","softwar shop mail fedex ship tool track ebai misc product hack packag refer search busi usp internet util dhl ",805301
"homepag page album photo discount ","album photographi ",800520
"inner self resum holist therapi colour free resourc page privaci dialogu read power psychic modal symbol excel avail polici mandala suspens color articl base enhanc com/ ","creativ relax color art fun therapi mandala ",621000
"site lit centr eesti manag forest ","lit ",805301
"cityvot categori alist power suppli photo ","shop boston photo photographi ",800520
"site poisonweb hall broadcast rock poison blog oat gui anniversari band bret metal michael stonei guitarist guitar offici tour com/ heavi curti live ","music import ",400000
"site cathedr lincoln church visit offici blog com/ sun visitbritain ","lincoln cathedr ",400000
"sfgate ","automot ",906014
"cyclon planet homepag jitsu visit ","martialart jitsu ",600020
"site region servic librari click golynx transit author homepag buse transport florida lynx orlando ucf public citi central ","orlando ",805301
"stori recycl reason score click download desk midi free gui time correct sublim synth hunt bridg head music softwar tyler startseit propellerhead comic edit soft articl book pitch accueil ","studio softwar music recycl propellerhead audio reason tool safariexport mac electronica technolog appl digit product record midi sound electron synth comput import design ",906014
"solut host servic net org network networksolut homepag intern domain troubleshoot verisign educ edu daili com/ custom ","shop host registrar servic isp sysadmin registr network search busi domain comput internet design ",906014
"counti harbor payment dana onlin mortgag calcul librari refin geri loan fridai island mortgagecalc equiti rate san properti com/ juan ","realest shop bookmark mortgag tool calcul hous fun monei real estat financ refer credit financi ",805301
"site product chri ","music audio ",400000
"com/ ","employ ",805301
"histori liberti futur past network betray univers page shadow hnn becaus campus ","book polit ",704310
"vogu simpl crochet learn knit magazin ","craft pattern knit magazin ",400000
"school uniform onlin ","uniform ",800520
"counti link org issu network lifelong elder adventur current chicago educ institut ethnic cultur domest learn adult nation continu elderhostel divers program hostel intern sampl org/ ","elderhostel elder holidai hostel map retir travel educ senior nation ",403010
"doubl hors chick incub poultri suppli live discount ","bird ",800520
"shell environment backstori compani maa blog boat affili row ","boat ",805301
"amateur photo amateurwrestlingphoto ","sport ",600020
"port ferri kent compani click schedul lake requir reserv transport essex citi com/ champlain cross ","vermont travel ",805301
"arrl zone ","softwar ham directori portal mors amateur amateurradio code antenna howto guid hamradio refer electron radio hobbi import hardwar internet scanner shortwav ",1051780
"site kostenlo zuruck blogigo com/ gate ","gothic art book ",704310
"newsgroup return samizdat express ","newsgroup ",906014
"stash favorit learn sport raquo add usa garneau louisgarneau cloth loui lou com/ ","bike cloth cycl ",805301
"dam peck fort fortpeckdam ","energi environ ",703200
"limit homepag page cabl broadcast commun com/ roger previou ","import roger ",805301
"butterfli frame exot recip ","butterfli resourc art ",800520
"center labor/commun centr strategi commun org org/ ","labor ",704310
"direct foodservic food servic sale ","equip shop restaur cook food bake pizza suppli cookwar kitchen bui bar ",805301
"link click drugwar view org user network vancouv drug ","addict ",621000
"sitio free cad standard john lite produc com/ cadstd version ","softwar draw graphic free cad autocad comput freewar design ",906014
"heinz connect link intut net/ blog org net cyber network poet page chicago vox peter unknown past soon voic guid visual archiv bio heintz epoet base book cafe kurt slam ","poetic poetri ",400000
"anonym postcard ","art secret ",400000
"uvula dad school compani garag link origin theatr atlanta com/ ","comedi theatr theater improv humor fun atlanta ",400000
"hatfield squat archiv fred articl train com/ main ","softwar fit exercis ",600020
"transcript servic ","transcript audio servic busi ",805301
"penn psu aer pdf pennsylvania outreach agricultur cooper page extens colleg scienc ","food extens outdoor pennsylvania garden ",703200
