@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"site resources consulting model format kitchen table tools cafe brown barcamp juanita com/ caf ","books knowledge collaboration communities development leadership communication change collective community strategy dialogue learning network tools social future cafe conversation conference ",704310
"trade directory eventseye view research business calendar ","conferences conference ",805301
"pharm inicio pagina page isis directory isispharm pharmaceuticals homepage online ","pharmaceutical ",703200
"net ","politics news ",704310
"llc pixelpops pixel design pops ","graphics video ",805301
"site atom logo university art theory awareness ver org integral human institute life ken naked practice domain feed approaches culture ","institute philosophy community imported culture integral ",703200
"cpu collection ","history geek hardware cpu architecture reference ",1051780
"resources lesson plans lessons resource education online free school schools directory primary english au/ ","resources lesson plans lessons ict resource maths education teachers science integrated free school teaching primary educational curriculum lessonplans elementary ",400000
"annual little rock marathon ","running marathon ",600020
"site parents national lesbians gays families org usa main organization friends family pflag org/ ","queer support articles community education health lgbt politics lesbian social family gay pflag gender homosexual glbt culture ",704310
"shop mod click ocmodshop ","reviews hardware news modding safariexport ",906014
"fellowship sex services bull org love addicts anonymous anon hot org/ ","love sex addiction recovery ",704310
"addicts experts princess royal com/ cruise caribbean ","cruising reviews forums cruises travel cruise ",403010
"site bridgehampton kitchen collection manhasset riverhead southampton manufacturer directory hicksville view huntington ","food shopping kitchen baking ",800520
"site raymond vole official favorite loves ","television ",400000
"skills basketball series gilbert set dvds click tape mike improve education coaching handling training improved page arenas features read offense video defense information dazzle ball post rick dvd drills videos play learn game teaching com/ passing coms shooting ","training basketball sports shopping video hoops ",800520
"repair clocks ","clock repair howto ",800520
"site index post huffington conversion news oil main greasel article biodiesel feed suvs com/ conversions veggie filters kit ","peakoil technology conversion engine alternative transportation diy business oil environmental automotive diesel environment conservation cars fuel biodiesel energy ",805301
"institutes girls institute adventure program outdoor org org/ ","outdoors ",704310
"journal los angeles business ","news losangeles career daily business newspaper ",805301
"seeker katrina soni cheese lala cheesesupply judith truth larry supply thomas kat jain raja ram chandra com/ daniels ","food cooking cheese shopping gourmet ",800520
"law nationality news associates immigration jose visa megalaw ","law news green immigration card visa usa lawyer ",704310
"software llc com/ main ","photos flash software slideshow gallery graphics shopping photo photography design ",906014
"jean der journals sciences access org claude print hypernietzsche project page directory mdecine die org/ ","nietzsche ",704310
"llrx leaplaw ","law ",704310
"office signs vital monitor companies function real honeywell time patients transmitted created movements doctors devices ","health healthcare ",805301
"kstate body department awareness visit org substance minnesota abuse inhalant prevention coalition brain site national damage health homepage main directory nat org/ alcoholism ","drugs ",621000
"dale hal link visit org digital vancouver dietrich festival inspire september roland firefox vidfest international homepage challenge com/ flicks educate ","newmedia interactive canada community festival conference blog vancouver digital video design mobile ",400000
